seq1,seq2,energy1,energy2
1010001111011011100100100001110,1111011011100100100001110101000,960,960
1110110011100001101010010001011,1111101110001010110100001100100,960,960
1000001000111010101101111001101,1000100110101111001101000010111,966,966
1111111100101010000101100101000,1111000111001100110101001001001,966,966
1110111000110110010000101001011,1011111001101000110010101110000,966,966
1110111110110000101110000010100,1101100100001110101011010011100,966,966
1111000010001010110001101111100,1010110010101100110110000010111,966,966
1111000010001010110001101111100,1010101111100010010110110010001,966,966
1111000010001010110001101111100,1011101101001010001011110001001,966,966
1111000010001010110001101111100,1100101010001001110110100100111,966,966
1001101010111100111011100000100,1110101011000100100111101100001,966,966
1011110111110010001101010001000,1101001001111101000111001011000,968,968
1110101010011100100000101100111,1001001010100111100001101111001,964,964
1111101010101101101000000110001,1110010011011010100110001100011,968,968
1101101011101001110001000001011,1001011101100101001110110000011,966,966
1111011001001000011000111101010,1110101011001011001110110000001,968,968
1100110111011110000100010100101,1010101111100000110110100110001,968,968
1101011101001111101100011000000,1000110100011011110101000101101,968,968
1111111010100100110100010001100,1111000011101101000101001110010,968,968
1011011001110111000000101000111,1000101101101010001011000111101,968,968
1000000111011011101110100100101,1011010110001000111010111000011,970,970
1111111010110011000101100001000,1101011011000010111010001101001,966,966
1011001111110100100001100010101,1010101001100111001011000001111,964,964
1111101010111000110010010000101,1001001011100111001001010001111,966,966
1000000011011111000111101100110,1000111001100101010010110101110,970,970
1011001110111000011000001010111,1000100100111010100101100101111,966,966
1111110011010000010001111010100,1000111010100101001111001101100,964,964
1111110110010100000111001001010,1100011001100101101110101000011,966,966
1011101001111011001010000001011,1100101101010010001111100011100,970,970
1111110110110101000110001100000,1001100010101110100101001111100,964,964
1111110101101100110001010001000,1101011011101000001111001011000,968,968
1000110111010110101111100000100,1100100010111010110110001100011,970,970
1111001011101011000001001010011,1100100111011010100011101110000,968,968
1111111001100100000011101011000,1010011110100011001010101101001,970,970
1010101011111101100000110100001,1011001010010111110001100011001,970,970
1010101111101001111001100010000,1000001111010110001101100110110,970,970
1111111001101010101001000011000,1000001111010110001101100110110,970,970
1111110100010001000110101110100,1001110001101101011000001110110,968,968
1110101101111010000011000100110,1000111101101001100010111100010,970,970
1101111001011011111000101000000,1100100011001101101010101100011,970,970
1100101100000010101111110011100,1000101111010011000110100101110,970,970
1111111010001001000011100110100,1100010011101010111001001010011,968,968
1001111101101001111100010001000,1010110110001101011001111000010,968,968
1001111101101001111100010001000,1010010011100111000010110101011,968,968
1001000001000111011011100101111,1001010011101000011110011010101,966,966
1110100111111010100110000100100,1000110010001111010100010110111,968,968
1001000001000111011011010101111,1100101011000110111100001110100,970,970
1111000010000110010101110110011,1100101100001011101011000101101,968,968
1100111011011100101010000010011,1100000111110100110100101011100,968,968
1111111011000001110001000110100,1010110011110010001011010101100,968,968
1111100111000100100010101100101,1110010001101101001110000101011,968,968
1111111001110000001010101100100,1000110010101001110110100100111,968,968
1001101111110101000011000011010,1100100010101101100011100100111,968,968
1111001111010110001001100000101,1010000110011101101000101110101,970,970
1001110101101111000000010011011,1011010001111100011001011001010,970,970
1111111010101100110100100010000,1000111000101111010010011100110,970,970
1000011011101111100110000001101,1101001110010101010111100010010,970,970
1001001101011111011010100001001,1100011000111111000010101100101,970,970
1111111010100011000010110010010,1111100011010100111001101000100,968,968
1110111100010011000101000101101,1100101010011100110110100000111,970,970
1110010111011000100100001100111,1101000011110101100101000110101,974,974
1111111101000110100001101000100,1001100011110101010011000110110,970,970
1011111010001001001000111010011,1100011011110000101110101101000,968,968
1100101010011000001001111011011,1110010011011101010000101111000,968,968
1111111010110001101000101000100,1000001101100111001101001010111,968,968
1111111100101010000011100100100,1101001011000101110011000110101,968,968
1111111010100010110000011010100,1100011000111101011001001001110,970,970
1011000010000111100111111010001,1100010101011011001001010011101,972,972
1101100011101000100010010110111,1001110000111101010001001110110,968,968
1010111011101110000010011000101,1011010001011011110000101100011,970,970
1101011101101101000010010100011,1100010001011111000110011001011,970,970
1101011101101101000010010100011,1110111000100101110110011100000,970,970
1100111110100011010010000100111,1001111011001000111010101100010,974,974
1011111011101000110101001000001,1000111010010111100100011100110,970,970
1111111101000010011001000111000,1101010101101001011011001100001,968,968
1010111111100001100110100000011,1011100111001001101011001010100,974,974
1111111010101011001100000110000,1101001011011101001000111011000,970,970
1010001001010111001101111110000,1000011010110011100001101101110,972,972
1010111010011110111001101000000,1110011011000011110110001010010,966,966
1110010000001011011011111000110,1101000011101010100110100111001,968,968
1000011011101011011110100100001,1000110100010111011100100010111,972,972
1010100000110100111001111110100,1000001110110110001100110101110,970,970
1000011001101011111011010001100,1110010001101001111010101000011,970,970
1111101011010011100000001101100,1000101011110010001100101110101,968,968
