seq1,seq2,energy1,energy2
100111010010000100111101110,111010101110001101100100001,641,641
100111010010000100111101110,111100010111010110110001000,641,641
110111101001000001101011100,111010101110001101100100001,641,641
110111101001000001101011100,111100010111010110110001000,641,641
101001011001000100011111011,100101011010011111000100011,645,645
111111011010001110001000100,101001011011001110101000011,645,645
110110111000001000110111010,110001011111001001010110001,641,641
101100010001001111110101100,110001011111001001010110001,641,641
111111011001000011001010100,110001011111001001010110001,641,641
100111010000010100111101110,110101100110011010111100000,641,641
111010111010110111000000100,110010010100111101000111100,643,643
111001001000001111010011110,110011000110101010100100111,643,643
111111011001011010000101000,110110111001100010101110000,643,643
111111010110010001100010100,111011010110000111100100010,643,643
111111010110001101000100010,111000101111001001010011001,645,645
100001011011110111010000011,111100110001001101101010100,643,643
100000101011110111011000011,101101001010001110111001001,643,643
100000101011110111011000011,110101011000110111100100100,643,643
101111010011000100101000111,110000010111010110011001011,645,645
100011010000110010010111111,100011011010001100111101010,645,645
111111101001011000101000100,100110001011110100110100011,641,641
111111101000110110000010100,110100100110011100011101010,645,645
111111100110100101000101000,111000011101101011000100110,645,645
111111100110100101000101000,110100011011110010001101001,645,645
110111011100100010101000011,110000111101101000110110100,649,649
101111011001101001000001110,111010011000100111101010001,643,643
111110101011110011000100000,111100010100101101100110010,645,645
111000010000110111011011010,111010100011110100011001001,645,645
111010011100100001010011011,100100010101110010110001111,645,645
101011101100111110000000101,111010100101001101100111000,643,643
110111110010000100011101010,101111000110110010111000100,643,643
100000010100110101110011111,110010101100110110001010011,643,643
101111011100010011000001110,101100001011011010001101011,645,645
111111010100011000010110010,110100010011110110001101001,643,643
111111101011000101100010000,100110101100111010001110100,647,647
101100110100100001001111110,111001001110001111010100010,645,645
100010110011111001110110000,111010010101001111011000010,645,645
111110110101101100110000000,100010110101011001110001110,647,647
101110011101111010000010100,110010110011011100000111010,645,645
100101001000110001011101111,101100110101100001011111000,645,645
111111101010011010010001000,100001101010011101001100111,647,647
111110101101101100110000000,110010100011101001110010101,645,645
111001101101111010100000100,100101101010111000001111001,645,645
111111011010001000101011000,111110010001101011001011000,643,643
111110110111000100100101000,110100010011110001100101011,643,643
101100000010011110001111011,101110101001110010101100100,647,647
111111100110000011001010100,110001011010011010100011110,645,645
110011100010001010100101111,100110000111110100101001101,645,645
101000110000101011001111110,100110000111110100101001101,645,645
111111100101100010100010100,110011101000011011100100101,645,645
111011101101101000000111000,101001001110011010001011110,643,643
111101100001001001010111001,111000011010101111000100110,647,647
110010010101111011110010000,110011011000101110101000011,647,647
111111100110110010101000000,110100011100111001010110100,647,647
101011111011001110001010000,110110011000101111000010110,645,645
111011101110001011000010001,100101010010110110010001111,645,645
111110111100101010011000000,100101110010001110101100110,645,645
111011011010101001000100011,100001101001110011000101111,645,645
100000101100011001111101110,100110100111010000111011010,643,643
110100010100001101110111100,101011110000011011100110100,647,647
110110011110101110000000101,101010011100011101100100101,645,645
101011111011001101011000000,101011011000011110001100110,647,647
101111101110001010110000001,101001011100011011001011100,647,647
111111011001000110001010010,110000111101010001110110010,645,645
111111010110001100100010010,110000111101010001110110010,645,645
110010010000011101010110111,100001101010110011000110111,647,647
110010010000011101010110111,100011001010110111000100111,647,647
111111011001000010011100010,100111010011010100111100010,645,645
111111101001000100011100100,100111010011010100111100010,645,645
111110110110001110001000001,101001011001010111001001110,649,649
101001111110010100001000111,100110101110100011001110100,645,645
111111001111000101001000100,101111001010011010111001000,645,645
110100010001001110010111110,100111100010011110101000110,645,645
101111010011010100001000111,101100110101100100011111000,645,645
111000111111100101000010010,100110010011110010010101011,645,645
100010010110000010111101111,111010001100111010100110100,645,645
100010010110000010111101111,110001100110110100011101010,645,645
100010010111110111100000011,110010101001101011001100101,647,647
100010110000011001110111110,101101011010001100111101000,645,645
111110111010100011000100100,101001111100001011100110100,645,645
110111101011001100001001001,111000011010101110100100011,651,651
111110111010101100011000000,110010101101100001110110100,645,645
110111000010010110000101111,100111000110110010101011100,647,647
110111000010010110000101111,110001011101001100110101001,647,647
110111011000001010010110011,100011111000101011001110100,647,647
110011111100101000000111010,101101100110010100111100010,645,645
110011111100101000000111010,110110000111010110011001010,645,645
101011101001110000000110111,101101100110010100111100010,645,645
101011101001110000000110111,110110000111010110011001010,645,645
111101011101101000000110100,100110001011110100010110011,645,645
111100111000001101000100111,101101101000110011101010100,647,647
100011011111011100001001010,111000101101001111000100110,645,645
111010101101100000100011101,111000101101001111000100110,645,645
110100010000011011110100111,100011101100011010101100101,643,643
100001011111011110001000110,110100101110011000101110100,645,645
100001011111011110001000110,100101001101110001011001011,645,645
111111101001001001000111000,110111001000111010101100010,647,647
111110011100101010000010110,100001110110010110001101110,643,643
111110011100101010000010110,111010110011001001111010000,643,643
111110111011001010011000000,100001101011010101001100111,645,645
100001000100101111011001111,101101101010001110011101000,645,645
111111110010100001011001000,111001010110010110011100010,645,645
