seq1,seq2,energy1,energy2
101001110110011110011110010000010,101011001101100011111010000010101,1162,1162
111000000010111001111010110110010,101010001101100111101011000010011,1162,1162
101000011111001101011101110010000,111100100010111000110100101001101,1162,1162
111000000101011001111110100110100,111011010110001010001110110010001,1164,1164
111010111100011101100001000010110,101010011000100110111110000110110,1168,1168
100111001101110110101010000000111,110101100011010111110000101100100,1162,1162
111011001011110100011000010001011,111110001101001001110010101000110,1166,1166
111000010010001110101111110010010,110010011100111010101001000011110,1164,1164
101011101011110011001111000000100,111001100100111110010100101000101,1162,1162
101011101011110011001111000000100,111010010111011010000100110111000,1162,1162
111110101110100001100011010000101,110111000011010111011010011000100,1162,1162
101101011110101110001110110000000,111000100110110101110100110001001,1164,1164
101001001000100011111000111011110,100011111010010110011010111000100,1164,1164
100000100100111101110110001111010,101101010110010111001100111100000,1164,1164
101111101000110011000001101001011,100101001011101110001010010001111,1164,1164
100000001110111110011011010100011,101001101000011001110110101001011,1164,1164
111110101001110000110001010010011,101011101001001110110011101000001,1164,1164
101101100000110100010101001110111,111010011100110001111101000010010,1166,1166
111110111010100110001001011000001,101010110111001110000110110110000,1166,1166
111110101100111011010100000100100,100101000110101110011011100000111,1164,1164
101001100000001110101100011101111,110110011010101101101000010111000,1168,1168
101101100000011000110011111010101,100100011101101010100001101001111,1166,1166
101101000000110100110010101110111,111000011010101001111100110001001,1164,1164
101010011100111011111000101000001,110100110100001011101100100011110,1166,1166
101111101110100011010100100100001,100011110110000011011000111010101,1166,1166
101111101110110010000100101110000,101011100010110000110111001010011,1164,1164
111111011011010000110010101000010,111000001110101001100011100110110,1166,1166
100100001001010101111001011111001,100000111101110001110010011011010,1170,1170
111010101111110000010100011001001,111011100100101001101101000110001,1172,1172
100101111110011101001100110000100,101010011010000111011110100001110,1168,1168
111111010100111101101000100010000,111001011001001010111001101110000,1164,1164
101111101110011000001100010110100,100110100000111110110001101010101,1168,1168
111101011100110110001010100000011,111001001010010110011100011001011,1170,1170
110111000111101101110100010000100,100101011111000101001110110000110,1164,1164
111010111110011000001100110000101,101011100010100101111101001001100,1166,1166
110111111001101010011100100000100,111010110010101110000111010010001,1168,1168
110100000100011101101100111110010,101010011001110010100001111110010,1164,1164
111011101010111100100100000110100,100001001111101010010011101100011,1168,1168
110011010111011100101000010000111,111000100110110101000100111101001,1164,1164
101110111010110011110100010000100,101101100100011011110001111000010,1166,1166
100100000101011110110011111000101,111001010000101111001101010011001,1168,1168
111111110101001100110100001100000,110001011011001010100101100011101,1168,1168
111111101011010100010110001001000,100011111000100010110110100110011,1168,1168
100010010010001111011110110001110,100101111010001010111100100100011,1166,1166
111110101110011011100101100000000,101100111000101011000101110110100,1166,1166
101011111101100010001110100000011,111000111001011011001101010010010,1170,1170
101111011000100110100010100001111,100001111010100111001100101110100,1166,1166
110000010101001100101111110110001,100100100101011110011100100010111,1166,1166
101011011111100100011000011001001,111110000101101010101011000011001,1166,1166
111010111001101110100000100100101,100011101011100100011110110000101,1166,1166
101110111110001100111000001010001,101101000010110101011101100001101,1166,1166
101110111110001100111000001010001,101001001111110001010011011010010,1166,1166
100001010111111101001100110000110,101100100101001110001110100010111,1164,1164
100011000110110111111000101101000,101000011110101000101100110111100,1166,1166
111111010111100000100011100100100,100011010110011101000101001011101,1166,1166
110000010100110001110011111100110,100001101110100101010001011011110,1170,1170
111111101011000110010010011000010,110010111010100011011100101000011,1164,1164
100000010100011110110111001101011,110110011100101010011110100000110,1166,1166
110001111011011110100000100110001,101010001011110010011001001010111,1170,1170
101010110110011111101001000010010,100111101100100010111100001110001,1168,1168
101010110110011111101001000010010,100110101110000110111001100000111,1168,1168
111111011001011100011001000010010,101011110000011010101101100111000,1166,1166
101111001110101011011001000000011,110010110101011001011110000011100,1166,1166
111011001011100000010001111011010,110010010110101011101100000111001,1166,1166
110000000011011010011001111101011,101010110010101111000101100011001,1172,1172
101011101111100110100100101010000,111000010110011101100111000010011,1170,1170
111111011010000011011000001011100,110011010010101110101100011000101,1170,1170
101010111110111000001001100010101,111000100100111101101000111001001,1166,1166
101010111110111000001001100010101,111000011001101110000101100101101,1166,1166
111111101010100010010001101011000,111000100100111101101000111001001,1166,1166
111111101010100010010001101011000,111000011001101110000101100101101,1166,1166
101101000000011001110101111001011,111101000101110011100010011010010,1168,1168
111011111010011001110000001011000,110010011110101000101001011110100,1170,1170
111000010000101111001111110010010,101001001101110101011000011001110,1166,1166
111110110100101100100011000010101,111100010011001111001101010100001,1166,1166
101111100100011000000111011010011,101011101010100101101100111000001,1170,1170
111111110100000101100001101010100,110010101100011100110010011001011,1168,1168
111100110101010011000001001110011,101101000011101110100101100001011,1168,1168
101010010000001111101101110011010,110000111010011001110001001011011,1166,1166
101000111101101110101100000001011,101001000111100111010010011100110,1168,1168
111111101001001001000110001111000,100111010011010100011011110101000,1168,1168
100001011100000101001111011111010,110111001011100100011100110100100,1168,1168
111111111000101010000110100101000,110111001011100100011100110100100,1168,1168
111110110101010001100100001011100,110011111010001001111010010110000,1168,1168
101110101111011010000001110001001,110000011100111010100011011011010,1166,1166
101110101111100101100011001000001,101011011011100010001111100010100,1168,1168
111111110011000100001011001101000,110110010100101101000111100010101,1166,1166
111111010011100101010001000011100,101000101111011000010011011010011,1170,1170
111101011110101110001010110000000,101100111000010011101101100101001,1170,1170
